CPU	 1	 0.033325
CPU	 3	 0
CPU	 5	 0.016675
CPU	 7	 0.01665
CPU	 9	 0.016675
CPU	 11	 0.033325
CPU	 13	 0.016675
CPU	 15	 0.01665
CPU	 17	 0.016675
CPU	 19	 0.016675
CPU	 21	 0.05
CPU	 23	 0.033325
CPU	 25	 0.016675
CPU	 27	 0.033325
CPU	 29	 0.016675
CPU	 31	 0.016675
CPU	 33	 0.016675
CPU	 35	 0.033325
CPU	 37	 0.033325
CPU	 39	 0.016675
CPU	 41	 0.05
CPU	 43	 0.03335
CPU	 45	 0.033325
CPU	 47	 0.05
CPU	 49	 0.016675
IO	 0	 204.733
IO	 2	 204.767
IO	 4	 204.817
IO	 6	 204.867
IO	 8	 204.917
IO	 10	 204.983
IO	 12	 205.017
IO	 14	 205.05
IO	 16	 205.083
IO	 18	 205.133
IO	 20	 205.133
IO	 22	 205.15
IO	 24	 205.15
IO	 26	 205.133
IO	 28	 205.133
IO	 30	 205.117
IO	 32	 205.083
IO	 34	 205.017
IO	 36	 205
IO	 38	 204.967
IO	 40	 204.883
IO	 42	 204.867
IO	 44	 204.783
IO	 46	 204.7
IO	 48	 204.65
