CPU	 1	 0.066675
CPU	 3	 0.05
CPU	 5	 0.05
CPU	 7	 0.06665
CPU	 9	 0.05
CPU	 11	 0.066675
CPU	 13	 0.066675
CPU	 15	 0.05
CPU	 17	 0.06665
CPU	 19	 0.066675
CPU	 21	 0.066675
CPU	 23	 0.06665
CPU	 25	 0.066675
CPU	 27	 0.083325
CPU	 29	 0.05
CPU	 31	 0.08335
CPU	 33	 0.06665
CPU	 35	 0.05
CPU	 37	 0.06665
CPU	 39	 0.066675
CPU	 41	 0.066675
CPU	 43	 0.083325
CPU	 45	 0.083325
CPU	 47	 0.08335
CPU	 49	 0.083325
IO	 0	 10899.4
IO	 2	 10899.3
IO	 4	 10899.3
IO	 6	 10899.3
IO	 8	 10899.3
IO	 10	 10899.3
IO	 12	 10899.2
IO	 14	 10899.2
IO	 16	 10899.2
IO	 18	 10899.2
IO	 20	 10899.1
IO	 22	 10899.1
IO	 24	 10899
IO	 26	 10899
IO	 28	 10898.9
IO	 30	 10898.9
IO	 32	 10898.8
IO	 34	 10898.8
IO	 36	 10898.7
IO	 38	 10898.6
IO	 40	 10898.6
IO	 42	 10898.5
IO	 44	 10898.4
IO	 46	 10898.3
IO	 48	 10898.2
