CPU	 1	 0
CPU	 3	 0
CPU	 5	 0
CPU	 7	 0
CPU	 9	 0
CPU	 11	 0
CPU	 13	 0
CPU	 15	 0
CPU	 17	 0
CPU	 19	 0
CPU	 21	 0
CPU	 23	 0
CPU	 25	 0
CPU	 27	 0.016675
CPU	 29	 0
CPU	 31	 0
CPU	 33	 0.016675
CPU	 35	 0
CPU	 37	 0
CPU	 39	 0
CPU	 41	 0
CPU	 43	 0
CPU	 45	 0
CPU	 47	 0.01665
CPU	 49	 0
CPU	 51	 0
CPU	 53	 0.016675
CPU	 55	 0.016675
CPU	 57	 0
CPU	 59	 0.016675
CPU	 61	 0.01665
CPU	 63	 0
CPU	 65	 0
CPU	 67	 0
CPU	 69	 0.016675
CPU	 71	 0.016675
CPU	 73	 0
CPU	 75	 0
CPU	 77	 0.016675
CPU	 79	 0.01665
CPU	 81	 0
CPU	 83	 0
CPU	 85	 0
CPU	 87	 0.01665
CPU	 89	 0.016675
CPU	 91	 0.016675
CPU	 93	 0.01665
CPU	 95	 0
CPU	 97	 0.016675
CPU	 99	 0.016675
CPU	 101	 0
CPU	 103	 0.01665
CPU	 105	 0
CPU	 107	 0.01665
CPU	 109	 0
CPU	 111	 0.016675
CPU	 113	 0.01665
CPU	 115	 0.016675
CPU	 117	 0.016675
CPU	 119	 0.016675
CPU	 121	 0.016675
CPU	 123	 0.016675
CPU	 125	 0.016675
CPU	 127	 0.016675
CPU	 129	 0.016675
CPU	 131	 0.01665
CPU	 133	 0.01665
CPU	 135	 0.01665
CPU	 137	 0.016675
CPU	 139	 0.016675
CPU	 141	 0.01665
CPU	 143	 0.016675
CPU	 145	 0
CPU	 147	 0.016675
CPU	 149	 0.01665
CPU	 151	 0.01665
CPU	 153	 0.016675
CPU	 155	 0.01665
CPU	 157	 0.016675
CPU	 159	 0.033325
CPU	 161	 0.033325
CPU	 163	 0.016675
CPU	 165	 0.016675
CPU	 167	 0.01665
CPU	 169	 0.016675
CPU	 171	 0.016675
CPU	 173	 0.01665
CPU	 175	 0.033325
CPU	 177	 0.016675
CPU	 179	 0.033325
CPU	 181	 0.016675
CPU	 183	 0.03335
CPU	 185	 0.01665
CPU	 187	 0.033325
CPU	 189	 0.01665
CPU	 191	 0.016675
CPU	 193	 0.016675
CPU	 195	 0.033325
CPU	 197	 0.033325
CPU	 199	 0.01665
IO	 0	 224.083
IO	 2	 224.15
IO	 4	 224.233
IO	 6	 224.317
IO	 8	 224.383
IO	 10	 224.45
IO	 12	 224.517
IO	 14	 224.6
IO	 16	 224.667
IO	 18	 224.733
IO	 20	 224.817
IO	 22	 224.867
IO	 24	 224.933
IO	 26	 225
IO	 28	 225.05
IO	 30	 225.1
IO	 32	 225.15
IO	 34	 225.2
IO	 36	 225.267
IO	 38	 225.367
IO	 40	 225.433
IO	 42	 225.483
IO	 44	 225.533
IO	 46	 225.55
IO	 48	 225.6
IO	 50	 225.633
IO	 52	 225.65
IO	 54	 225.683
IO	 56	 225.717
IO	 58	 225.75
IO	 60	 225.783
IO	 62	 225.783
IO	 64	 225.817
IO	 66	 225.833
IO	 68	 225.867
IO	 70	 225.883
IO	 72	 225.9
IO	 74	 225.917
IO	 76	 225.933
IO	 78	 225.95
IO	 80	 225.967
IO	 82	 225.983
IO	 84	 225.983
IO	 86	 226
IO	 88	 226.017
IO	 90	 226.033
IO	 92	 226.05
IO	 94	 226.033
IO	 96	 226.05
IO	 98	 226.05
IO	 100	 226.067
IO	 102	 226.05
IO	 104	 226.067
IO	 106	 226.05
IO	 108	 226.033
IO	 110	 226.017
IO	 112	 226.017
IO	 114	 225.983
IO	 116	 225.95
IO	 118	 225.933
IO	 120	 225.917
IO	 122	 225.9
IO	 124	 225.883
IO	 126	 225.867
IO	 128	 225.817
IO	 130	 225.8
IO	 132	 225.783
IO	 134	 225.733
IO	 136	 225.717
IO	 138	 225.65
IO	 140	 225.583
IO	 142	 225.533
IO	 144	 225.5
IO	 146	 225.467
IO	 148	 225.417
IO	 150	 225.383
IO	 152	 225.35
IO	 154	 225.3
IO	 156	 225.233
IO	 158	 225.183
IO	 160	 225.117
IO	 162	 225.033
IO	 164	 224.983
IO	 166	 224.933
IO	 168	 224.867
IO	 170	 224.817
IO	 172	 224.767
IO	 174	 224.717
IO	 176	 224.617
IO	 178	 224.55
IO	 180	 224.45
IO	 182	 224.383
IO	 184	 224.267
IO	 186	 224.183
IO	 188	 224.117
IO	 190	 224.017
IO	 192	 223.917
IO	 194	 223.817
IO	 196	 223.7
IO	 198	 223.617
